chat_id,user_id,sent_at,tag,emotion,channel,status
chat_1d88da9768,usr_963c65bcb3a4,2025-04-15 21:31:34,Complaint,neutral,email,closed
chat_68894324be,usr_42ea6f76bd82,2025-04-15 17:06:01,Payment,negative,kakao,resolved
chat_f34ba8d5be,usr_ba23469a0ce0,2025-04-15 09:37:13,Error,negative,in_app,open
chat_fa423d58b5,usr_b4be8ce17dda,2025-04-16 01:14:16,Other,neutral,web,in_progress
chat_769d6bf3e7,usr_42e9910e60e1,2025-04-16 03:20:06,Learning,negative,email,in_progress
chat_02ea6f6f7a,usr_b3f2496fd785,2025-04-16 23:33:57,Feature Suggestion,negative,email,closed
chat_7cf87db34b,usr_c0b923dcd17a,2025-04-16 04:55:00,Account,neutral,in_app,in_progress
chat_8793453aca,usr_e342186df090,2025-04-16 02:10:33,Error,positive,in_app,closed
chat_d3b38622dc,usr_f88cbcd5796c,2025-04-16 05:58:43,Learning,neutral,in_app,closed
chat_d002c6feac,usr_8b5716a78442,2025-04-16 16:46:55,Other,neutral,web,open
chat_2cf1ae3c61,usr_b03e4e819d8f,2025-04-16 09:12:16,Feature Suggestion,negative,in_app,closed
chat_37da6f97ff,usr_c75e21ad956a,2025-04-16 12:01:17,Error,neutral,in_app,closed
chat_d46fca935a,usr_46c303b2b5bc,2025-04-16 15:08:45,Feature Suggestion,positive,web,open
chat_26405603ed,usr_c8f28c888c70,2025-04-16 21:20:32,Feature Suggestion,neutral,email,resolved
chat_82cfd9a839,usr_d766eb5c3ca7,2025-04-16 10:59:26,Payment,neutral,web,resolved
chat_1a2076b6fe,usr_2d29bed5f55e,2025-04-16 16:16:35,Error,neutral,in_app,open
chat_30092658b6,usr_c8c6cdcff422,2025-04-16 10:43:52,Praise,negative,in_app,closed
chat_6c6dc22ed1,usr_06772463fe09,2025-04-16 23:32:55,Praise,negative,in_app,closed
chat_0bf2d99a98,usr_4c316b6b7d84,2025-04-16 01:28:53,Praise,positive,kakao,resolved
chat_60fd57b272,usr_c47dae169720,2025-04-17 13:11:14,Account,negative,email,closed
chat_6837348acf,usr_793122a7efc6,2025-04-17 11:58:26,Praise,neutral,web,resolved
chat_b2de104e0a,usr_f0d01e939046,2025-04-17 01:06:04,Account,negative,web,open
chat_1044bfdd68,usr_5092aeac8e09,2025-04-17 03:07:29,Complaint,neutral,in_app,closed
chat_83f9507b28,usr_319769605ff1,2025-04-17 20:19:42,Account,neutral,email,resolved
chat_251ebd70d6,usr_26943a3f3e1e,2025-04-17 20:53:04,Error,neutral,kakao,open
chat_32254ac7f5,usr_350664a5b470,2025-04-17 20:44:39,Feature Suggestion,neutral,in_app,closed
chat_16c3f78977,usr_10b5b0fbf76e,2025-04-17 01:34:07,Learning,negative,web,in_progress
chat_7eb6db5c85,usr_bb92b8b7d11e,2025-04-17 13:09:33,Other,neutral,web,open
chat_c6db752bf6,usr_39afa74015d7,2025-04-17 20:41:54,Account,negative,email,in_progress
chat_3d3ec8adb3,usr_02996ba3ac20,2025-04-17 08:47:13,Payment,negative,in_app,closed
chat_616d088b00,usr_c041cb83866b,2025-04-17 00:40:19,Learning,positive,web,in_progress
chat_28d1711a59,usr_da9cebe2310a,2025-04-17 06:26:20,Account,neutral,email,resolved
chat_309725f908,usr_118b659560a9,2025-04-17 06:38:49,Feature Suggestion,positive,web,resolved
chat_02389cf7d6,usr_24d000ef2252,2025-04-17 14:43:23,Complaint,neutral,email,in_progress
chat_c73bc25acd,usr_8f070cd36312,2025-04-18 13:05:36,Payment,positive,web,in_progress
chat_8a8391d1d1,usr_f63b2f27d1d8,2025-04-18 22:39:01,Payment,positive,kakao,in_progress
chat_3ca4c6f8de,usr_4d6f2e83693c,2025-04-18 16:41:19,Payment,neutral,kakao,closed
chat_bb41bac3e8,usr_1589a0ea412a,2025-04-18 04:04:58,Learning,neutral,email,in_progress
chat_6f00c6f046,usr_d9a2328ec2c6,2025-04-18 15:08:44,Complaint,positive,kakao,in_progress
chat_63bb1ceec2,usr_8c1c19e88d78,2025-04-19 14:18:50,Praise,neutral,email,resolved
chat_fe8602caad,usr_52fe58c66cc0,2025-04-19 20:04:49,Feature Suggestion,negative,web,resolved
chat_95f58f7462,usr_638acdd2559d,2025-04-19 17:12:03,Other,positive,in_app,open
chat_ceb6df31f0,usr_23d5e813efaf,2025-04-19 07:07:40,Praise,neutral,in_app,closed
chat_0e75943510,usr_e1b1bf2f6523,2025-04-19 14:10:57,Learning,positive,web,in_progress
chat_0cc63d4837,usr_7e927ffdbddb,2025-04-19 22:44:47,Other,positive,email,in_progress
chat_d6cda3f8a5,usr_89c5cc9dae5a,2025-04-19 05:27:26,Account,neutral,web,closed
chat_6ec37e7173,usr_2dd71a34a056,2025-04-19 11:25:14,Payment,negative,email,open
chat_2ec7e1ef7d,usr_6c1335d73342,2025-04-19 00:14:24,Payment,neutral,web,resolved
chat_9a356f5317,usr_51980633df1c,2025-04-19 02:33:42,Payment,negative,web,open
chat_3872d19e33,usr_37761d9eec66,2025-04-19 12:37:41,Error,neutral,web,in_progress
chat_93963fc947,usr_ddeb94b45d7a,2025-04-19 02:53:03,Feature Suggestion,neutral,web,in_progress
chat_48c596cbae,usr_120b6d903f36,2025-04-19 13:39:47,Payment,negative,web,resolved
chat_b909d828a7,usr_678337582d4a,2025-04-19 23:07:38,Feature Suggestion,neutral,email,closed
chat_4c73de6417,usr_78b20eb887a1,2025-04-19 07:31:30,Other,neutral,email,open
chat_6fcd5fb491,usr_0c7699365fed,2025-04-19 03:24:48,Payment,negative,web,open
chat_8732091acd,usr_8678cf120af6,2025-04-19 20:57:17,Learning,negative,kakao,closed
chat_2ec5a81b63,usr_9e8a8dc6af61,2025-04-19 01:30:23,Learning,negative,kakao,open
chat_9b65b09896,usr_8df64a206113,2025-04-20 15:35:17,Payment,positive,in_app,in_progress
chat_1bf8650096,usr_857eaa30ef96,2025-04-20 23:58:15,Other,positive,web,in_progress
chat_4ce5998db1,usr_9b848d8cb6c7,2025-04-20 15:52:15,Other,negative,kakao,resolved
chat_b99942a21d,usr_79a1872e4300,2025-04-20 15:43:18,Account,positive,email,in_progress
chat_6283a80be0,usr_4312f13b19f3,2025-04-20 18:08:48,Feature Suggestion,positive,email,in_progress
chat_788a5c217d,usr_f0028cc7c710,2025-04-20 02:45:58,Complaint,positive,kakao,open
chat_0433b61d75,usr_11e02ba47419,2025-04-20 04:07:46,Payment,positive,kakao,closed
chat_4680d390f1,usr_9c70ae2b7ec1,2025-04-20 12:13:40,Other,positive,email,closed
chat_a5645d3a69,usr_f0696cdba736,2025-04-20 11:46:31,Account,positive,web,open
chat_0ec81a92e0,usr_e80a2946afa7,2025-04-20 16:39:32,Learning,negative,in_app,resolved
chat_911186c63c,usr_eac7791f64d9,2025-04-20 00:04:43,Feature Suggestion,neutral,email,in_progress
chat_7db18eebd2,usr_fe694faee5ea,2025-04-21 21:20:32,Error,neutral,in_app,open
chat_c65a5e8674,usr_a18eec6de5a0,2025-04-21 13:52:28,Error,neutral,kakao,open
chat_e133dccd57,usr_ed14acca45a8,2025-04-21 19:35:10,Feature Suggestion,positive,in_app,resolved
chat_926b9bccfb,usr_3eb1fd13726f,2025-04-21 08:29:38,Feature Suggestion,positive,web,closed
chat_a04b4bc940,usr_8e689e95c0d7,2025-04-21 22:02:37,Account,neutral,web,open
chat_b2dade0c8b,usr_1bd4b1c6d358,2025-04-21 04:15:52,Complaint,neutral,kakao,in_progress
chat_9da50eda6a,usr_5ce2c367709c,2025-04-21 20:13:14,Feature Suggestion,positive,in_app,closed
chat_3008832a90,usr_33d8741b3ec4,2025-04-21 05:44:48,Learning,positive,in_app,resolved
chat_2b863c3c25,usr_893d1d0259fa,2025-04-22 23:56:29,Learning,positive,email,open
chat_10a02a4a86,usr_154713b1c5bb,2025-04-22 01:57:11,Learning,negative,kakao,open
chat_0283ee14e4,usr_969963d568bd,2025-04-22 06:12:01,Learning,positive,kakao,resolved
chat_cd616c3e27,usr_773c9f7384e0,2025-04-22 05:47:04,Payment,neutral,email,resolved
chat_8b3cdf865a,usr_a8200ab1dffd,2025-04-22 00:18:10,Learning,neutral,web,in_progress
chat_2fe43679d5,usr_2df25ae9ce8c,2025-04-22 00:29:46,Feature Suggestion,neutral,email,open
chat_ab1feb5191,usr_d3ff6c0e597c,2025-04-22 06:00:57,Error,neutral,email,open
chat_0a8528ee00,usr_4a5958476266,2025-04-22 22:10:22,Praise,negative,email,closed
chat_85acc69f4a,usr_0f520a56be5b,2025-04-22 06:03:41,Feature Suggestion,neutral,email,closed
chat_92db2e8f22,usr_14e897c5afb4,2025-04-22 04:04:56,Feature Suggestion,negative,web,resolved
chat_0b9f7fcb65,usr_536f14a80111,2025-04-22 13:18:08,Payment,negative,kakao,open
chat_755336ba5a,usr_1b70d6df8028,2025-04-22 00:44:50,Payment,positive,in_app,resolved
chat_ecc939eb14,usr_95bf92fd2b4b,2025-04-22 02:23:07,Feature Suggestion,negative,in_app,open
chat_41c9596c95,usr_202e4320fde6,2025-04-23 14:12:20,Payment,positive,web,open
chat_b5c284222e,usr_bd29e0ff0696,2025-04-23 11:44:41,Praise,negative,web,open
chat_b1ac105261,usr_d1b4913e091c,2025-04-23 13:25:13,Other,positive,kakao,resolved
chat_9cadda8106,usr_8648f7fc561d,2025-04-23 06:22:32,Learning,negative,in_app,resolved
chat_19d5090383,usr_12b6eb089daa,2025-04-23 08:33:28,Error,neutral,in_app,open
chat_4d2f5a9bd4,usr_344d46ab0225,2025-04-23 09:54:21,Praise,negative,email,open
chat_07740b045c,usr_3ca32e95b844,2025-04-23 13:09:45,Complaint,neutral,in_app,in_progress
chat_ea956674f1,usr_5846ea6ae9c8,2025-04-23 17:46:36,Complaint,neutral,kakao,resolved
chat_738f094bee,usr_7203ee076ac9,2025-04-23 11:19:17,Other,positive,kakao,closed
chat_c52826aa05,usr_9567be13fea9,2025-04-23 01:59:45,Praise,neutral,in_app,closed
chat_ee22e6d910,usr_587ee26096ac,2025-04-23 07:35:02,Praise,neutral,kakao,resolved
chat_40227b07eb,usr_08149ecd207c,2025-04-23 09:28:41,Learning,negative,email,open
chat_196dd06aec,usr_79ebfa1bc829,2025-04-23 19:38:11,Complaint,negative,kakao,open
chat_cb2dfbe479,usr_26d7c54a8b0d,2025-04-24 15:19:49,Feature Suggestion,positive,web,open
chat_54fe251c3c,usr_1d0e3f4a786d,2025-04-24 02:53:01,Error,negative,kakao,open
chat_97e3d48700,usr_b41f04e20c04,2025-04-24 10:23:06,Feature Suggestion,negative,in_app,in_progress
chat_f6d660218f,usr_023c82c16278,2025-04-24 06:00:12,Other,negative,kakao,open
chat_434e6f2190,usr_2be4e0dc0956,2025-04-24 11:56:41,Complaint,neutral,email,in_progress
chat_4df48ae692,usr_5c2066d6cf01,2025-04-24 06:49:10,Learning,neutral,web,in_progress
chat_63d8363c67,usr_fa400a5b2fa8,2025-04-24 08:36:53,Other,positive,kakao,closed
chat_3dd8eca5be,usr_82f80bad86e4,2025-04-24 12:05:12,Praise,neutral,email,closed
chat_b238f6bdfa,usr_f624a96b02e4,2025-04-24 17:14:57,Other,negative,web,in_progress
chat_d4f523d0b3,usr_29adaf776961,2025-04-24 12:00:39,Feature Suggestion,neutral,email,closed
chat_ca085da7c2,usr_298f0bb2a283,2025-04-24 16:42:36,Error,negative,in_app,resolved
chat_2c3e6e9250,usr_ef7db2785d39,2025-04-24 08:28:03,Payment,neutral,web,open
chat_61073dc4bd,usr_57cd8ce482e1,2025-04-24 00:52:52,Feature Suggestion,neutral,web,closed
chat_5c8b0a72ed,usr_cbc30f967898,2025-04-25 16:26:52,Other,neutral,email,open
chat_ad91a76f33,usr_730715ce717d,2025-04-25 08:50:23,Feature Suggestion,positive,kakao,in_progress
chat_4f6a584270,usr_b22f9671c5c1,2025-04-25 18:31:48,Complaint,positive,email,open
chat_20404c895f,usr_03f6ed982e60,2025-04-25 12:46:10,Payment,negative,web,closed
chat_6b5851b171,usr_b54a42ca7ca5,2025-04-25 16:55:45,Complaint,positive,web,in_progress
chat_24137c319e,usr_3ee442880019,2025-04-25 04:39:49,Other,neutral,web,in_progress
chat_5ef669e4ee,usr_87b693ae14e5,2025-04-25 17:47:25,Other,positive,web,closed
chat_3e30707bfe,usr_10f44b02c67a,2025-04-25 19:16:32,Error,positive,email,in_progress
chat_520bc46826,usr_3b54b7d95056,2025-04-25 12:38:49,Praise,neutral,kakao,closed
chat_c97e4502cf,usr_e56eaf063a25,2025-04-26 22:28:39,Other,neutral,web,in_progress
chat_7fa1703494,usr_2b8ce8a748eb,2025-04-26 13:01:31,Other,positive,kakao,resolved
chat_6b0b62865a,usr_1bbcb92ca05f,2025-04-26 20:44:43,Learning,positive,kakao,open
chat_39eb64f280,usr_2864e6825c6b,2025-04-26 22:13:53,Learning,negative,web,open
chat_f9039810c2,usr_bd05666fb259,2025-04-26 11:16:22,Payment,positive,email,in_progress
chat_099e4078ea,usr_a5f088768261,2025-04-26 23:40:21,Praise,positive,kakao,resolved
chat_3ab0cb3409,usr_1d5a3e8521a2,2025-04-26 10:32:01,Feature Suggestion,negative,kakao,open
chat_1eef918a6a,usr_d8f81d3d51ba,2025-04-26 20:09:49,Account,positive,kakao,closed
chat_f187497515,usr_22806c4f7a4f,2025-04-26 23:37:00,Praise,positive,in_app,open
chat_50639f8e06,usr_1a6d5cb006bb,2025-04-26 15:46:24,Feature Suggestion,positive,in_app,closed
chat_bd3c8a4bbc,usr_38599b6fe51e,2025-04-26 12:59:00,Payment,neutral,in_app,resolved
chat_374a7212f1,usr_75f1842beb60,2025-04-26 08:07:37,Error,neutral,email,open
chat_7a39e516d2,usr_6d44191adf0d,2025-04-27 01:19:25,Error,negative,email,open
chat_db7f606629,usr_e2a4889fdce1,2025-04-27 03:11:01,Praise,neutral,in_app,closed
chat_7e7a940039,usr_0e209760fdec,2025-04-27 22:53:06,Praise,positive,in_app,closed
chat_a1634bafe2,usr_2d4d0c4281d8,2025-04-27 04:27:45,Feature Suggestion,neutral,email,open
chat_4569dfec9d,usr_72503b5ed000,2025-04-27 07:12:20,Account,positive,in_app,open
chat_f7f31e0581,usr_f14a5d9a25cc,2025-04-27 18:54:29,Complaint,negative,kakao,closed
chat_93625867c5,usr_e46747a90eca,2025-04-27 11:26:08,Error,neutral,email,open
chat_f98dd1f53c,usr_5465ae098ff7,2025-04-27 04:13:51,Praise,neutral,in_app,open
chat_ace462bf07,usr_8e09c26989aa,2025-04-27 18:37:01,Account,neutral,web,resolved
chat_0262217159,usr_1e93593bd8d0,2025-04-28 06:25:57,Complaint,negative,kakao,resolved
chat_da04eb5283,usr_3d72bdca8b70,2025-04-28 10:33:37,Complaint,neutral,in_app,resolved
chat_4108d2f422,usr_78ba29bb6643,2025-04-28 09:26:45,Account,positive,web,closed
chat_cc0b7e5712,usr_6c0d833b92a5,2025-04-28 05:03:55,Error,neutral,kakao,open
chat_cfe1cc0133,usr_93e746dc4eb6,2025-04-28 17:24:28,Feature Suggestion,positive,in_app,in_progress
chat_59514fffe1,usr_5c3ecb68204e,2025-04-28 04:56:01,Feature Suggestion,neutral,in_app,resolved
chat_224db375c5,usr_9a306af19da1,2025-04-28 08:55:17,Complaint,neutral,in_app,open
chat_e2c90d4ce0,usr_457d9ec9271d,2025-04-28 10:32:46,Error,positive,kakao,open
chat_b44fc8e75a,usr_e76818be2e8a,2025-04-29 09:51:49,Complaint,negative,email,open
chat_2b404e13a7,usr_bed578d4ed92,2025-04-29 16:41:29,Complaint,negative,kakao,closed
chat_22b4240832,usr_00cbef9e12f3,2025-04-29 08:20:15,Payment,neutral,email,in_progress
chat_e87fd9fb13,usr_157d02f694b9,2025-04-29 06:00:21,Complaint,neutral,email,closed
chat_a39fe30924,usr_57cd8ce482e1,2025-04-30 21:26:37,Payment,negative,email,closed
chat_41c820f9fe,usr_d1a595ab6d99,2025-04-30 00:04:49,Account,positive,kakao,in_progress
chat_ad4d828688,usr_a7f7571d1e8f,2025-04-30 15:53:47,Payment,negative,in_app,open
chat_9a0f3062de,usr_a885d5c66d3d,2025-04-30 01:49:37,Learning,neutral,web,closed
chat_6d5aaa18a9,usr_9549d3e66bd0,2025-04-30 23:40:53,Learning,neutral,kakao,resolved
chat_1650e572ea,usr_7be9fa896d8d,2025-04-30 11:24:06,Feature Suggestion,positive,web,closed
chat_f3181ea730,usr_4594f125684b,2025-04-30 07:55:57,Learning,neutral,web,open
chat_8c2fdae1a2,usr_0a0d509abc0c,2025-04-30 21:51:49,Complaint,negative,web,in_progress
