payment_id,user_id,event_time,plan_name,amount,method,status
pay_4ed3df3f43f9,usr_32b64b77f58c,2025-04-02 00:00:00,monthly_basic,9.99,paypal,success
pay_b6ae0c8b6cd7,usr_51980633df1c,2025-04-02 00:00:00,monthly_pro,19.99,naver,success
pay_ea9addd5cabc,usr_779236750e49,2025-04-02 00:00:00,annual_basic,99.99,naver,success
pay_1bee023c7026,usr_3fc49bcde904,2025-04-02 00:00:00,annual_basic,99.99,toss,success
pay_4c4e27b22b86,usr_243a5c80f882,2025-04-02 00:00:00,monthly_pro,19.99,naver,success
pay_e7b5e85ad4db,usr_50b5234fa5fa,2025-04-02 00:00:00,monthly_basic,9.99,naver,success
pay_5f2e7133596e,usr_46a479815431,2025-04-02 00:00:00,monthly_basic,9.99,kakao,success
pay_6b02678ee6e1,usr_ba1ed84abfba,2025-04-03 00:00:00,monthly_pro,19.99,naver,success
pay_0bca6bcddcc2,usr_109e5485f5d6,2025-04-03 00:00:00,monthly_pro,19.99,paypal,success
pay_4683cab4f004,usr_0fdd27d3b719,2025-04-03 00:00:00,annual_basic,99.99,naver,success
pay_d93d346ecbba,usr_cb1ba65ed29f,2025-04-03 00:00:00,monthly_basic,9.99,kakao,success
pay_3fa5b65d9d0a,usr_dd97d848c806,2025-04-03 00:00:00,monthly_basic,9.99,kakao,success
pay_6aeb7f4df25a,usr_49460e6e2104,2025-04-03 00:00:00,monthly_pro,19.99,card,success
pay_c5d45abf5650,usr_92c72916ece3,2025-04-03 00:00:00,monthly_basic,9.99,paypal,success
pay_482faaae5306,usr_3bd4109429c7,2025-04-03 00:00:00,monthly_basic,9.99,card,success
pay_3f2d738651d3,usr_e449a362c913,2025-04-03 00:00:00,annual_pro,199.99,naver,success
pay_1a88f36ac45c,usr_316fb927022e,2025-04-03 00:00:00,monthly_pro,19.99,card,success
pay_ea39fbd7a406,usr_f0d01e939046,2025-04-03 00:00:00,monthly_basic,9.99,kakao,success
pay_f71ee4306f35,usr_c7b2073365b7,2025-04-03 00:00:00,annual_pro,199.99,apple,success
pay_fadb0f32c0d7,usr_1ae0833ee21b,2025-04-03 00:00:00,monthly_basic,9.99,apple,success
pay_28f1ff429706,usr_561bcaabc116,2025-04-03 00:00:00,monthly_basic,9.99,apple,success
pay_8a32318bdea0,usr_7e265a5b6db4,2025-04-03 00:00:00,annual_basic,99.99,card,success
pay_f6a2c0a130e4,usr_7b857ae787ef,2025-04-03 00:00:00,monthly_basic,9.99,paypal,success
pay_46b4aa5aae81,usr_513533dc4c9b,2025-04-03 00:00:00,annual_pro,199.99,kakao,success
pay_894fa2570f37,usr_bc6cfb482eee,2025-04-03 00:00:00,annual_pro,199.99,toss,success
pay_d253e8109dff,usr_1c1e2ad18ec0,2025-04-03 00:00:00,monthly_pro,19.99,card,success
pay_45593785ca6d,usr_c1280d49cbe3,2025-04-04 00:00:00,annual_basic,99.99,apple,success
pay_e732628f8116,usr_aa021cdbca38,2025-04-04 00:00:00,annual_pro,199.99,apple,success
pay_fb75e546721b,usr_72935a83fb4b,2025-04-04 00:00:00,annual_pro,199.99,paypal,success
pay_e4e975fca724,usr_8d6107d5ef5d,2025-04-04 00:00:00,annual_pro,199.99,toss,success
pay_992327a389c9,usr_8d4849018e9f,2025-04-04 00:00:00,annual_pro,199.99,card,success
pay_e2abac5d6521,usr_47ce79d7f940,2025-04-04 00:00:00,monthly_basic,9.99,paypal,success
pay_d1af9cf60ec2,usr_35085f740d0d,2025-04-04 00:00:00,monthly_pro,19.99,paypal,success
pay_2c2159b387c4,usr_df43553142f9,2025-04-04 00:00:00,annual_pro,199.99,kakao,success
pay_023db67560dc,usr_228a4727d7ca,2025-04-04 00:00:00,annual_pro,199.99,kakao,success
pay_8f5fcd38ee4e,usr_05dacc4ac127,2025-04-04 00:00:00,monthly_basic,9.99,apple,success
pay_9089d6e3e08e,usr_689b05c9ae1f,2025-04-04 00:00:00,annual_basic,99.99,kakao,success
pay_d93f4cac43fa,usr_c57a4b2dd5cf,2025-04-04 00:00:00,annual_pro,199.99,toss,success
pay_06dd174d60c1,usr_88b5c6156bcd,2025-04-04 00:00:00,monthly_pro,19.99,paypal,success
pay_8608d56743d9,usr_b19b71b7478d,2025-04-04 00:00:00,annual_basic,99.99,naver,success
pay_b906ca3f747d,usr_3dab59bb0459,2025-04-04 00:00:00,annual_basic,99.99,kakao,success
pay_f65919a48e8e,usr_6cbd8509a41a,2025-04-04 00:00:00,monthly_basic,9.99,kakao,success
pay_a67b209129d9,usr_60c6e324dd67,2025-04-04 00:00:00,annual_pro,199.99,naver,success
pay_6c0ca3cdc36d,usr_ad17bd3019a8,2025-04-05 00:00:00,monthly_pro,19.99,naver,success
pay_cdec4fa07a42,usr_0bd8349b48ed,2025-04-05 00:00:00,monthly_pro,19.99,paypal,success
pay_fa729c33e42c,usr_334875292074,2025-04-05 00:00:00,monthly_basic,9.99,paypal,success
pay_c622b462df50,usr_8bd7d8f0a712,2025-04-05 00:00:00,monthly_pro,19.99,naver,success
pay_2a2ee6be2801,usr_bf53bd460efe,2025-04-05 00:00:00,monthly_basic,9.99,card,success
pay_d78b436d96ef,usr_e34920414929,2025-04-05 00:00:00,annual_pro,199.99,kakao,success
pay_9087374a5885,usr_79e58d905564,2025-04-05 00:00:00,annual_pro,199.99,card,success
pay_a708a2eb7168,usr_c1aa3bb31efb,2025-04-05 00:00:00,monthly_pro,19.99,toss,success
pay_663148283b9a,usr_e5d04ed453d9,2025-04-05 00:00:00,monthly_basic,9.99,naver,success
pay_b5aa10beb394,usr_9aa302db1638,2025-04-05 00:00:00,annual_pro,199.99,kakao,success
pay_798cc598df13,usr_2a040cd869db,2025-04-05 00:00:00,annual_basic,99.99,apple,success
pay_3463fb1316ac,usr_bda4b9a9456d,2025-04-05 00:00:00,annual_basic,99.99,apple,success
pay_9e0843cc636b,usr_d914f2c39bf5,2025-04-05 00:00:00,annual_pro,199.99,paypal,success
pay_089de4c40dc5,usr_bbb3c47fb613,2025-04-05 00:00:00,monthly_pro,19.99,kakao,success
pay_1d88db1c8094,usr_ec866edec0b6,2025-04-06 00:00:00,annual_basic,99.99,toss,success
pay_88cc63c6fc66,usr_6cd3b1a85dfa,2025-04-06 00:00:00,monthly_pro,19.99,toss,success
pay_e0b951cfa718,usr_117601afb342,2025-04-06 00:00:00,monthly_basic,9.99,kakao,success
pay_35104ec73577,usr_dfe7902a5ec1,2025-04-06 00:00:00,monthly_pro,19.99,paypal,success
pay_de0fe35e1ff2,usr_52a02bfe1c32,2025-04-06 00:00:00,monthly_pro,19.99,toss,success
pay_54e3590e5cb8,usr_98c1093a98f1,2025-04-06 00:00:00,annual_basic,99.99,paypal,success
pay_243318637574,usr_80917735f9c4,2025-04-06 00:00:00,annual_basic,99.99,kakao,success
pay_d4302c96301d,usr_3c8b62302b97,2025-04-06 00:00:00,annual_pro,199.99,card,success
pay_9fe1baf4dfb3,usr_9a9a62779538,2025-04-06 00:00:00,annual_basic,99.99,toss,success
pay_4f04acb640f6,usr_cc4620bdd9ef,2025-04-06 00:00:00,monthly_pro,19.99,card,success
pay_6c4ea6eb8679,usr_4a09bff6785e,2025-04-06 00:00:00,annual_pro,199.99,card,success
pay_6a5892ffccd0,usr_404fa47ec617,2025-04-06 00:00:00,annual_basic,99.99,card,success
pay_63ec47f5b7fd,usr_73986cf484a2,2025-04-07 00:00:00,annual_basic,99.99,kakao,success
pay_903a8942a548,usr_c112adc40e75,2025-04-07 00:00:00,monthly_pro,19.99,card,success
pay_a06d1968927d,usr_a5195bc5a1a1,2025-04-07 00:00:00,annual_pro,199.99,apple,success
pay_519f98f7ff09,usr_a5bab06a8148,2025-04-07 00:00:00,annual_pro,199.99,kakao,success
pay_ab54b537d245,usr_67e52bebb763,2025-04-07 00:00:00,annual_basic,99.99,paypal,success
pay_b5e4d224d38f,usr_1e1b98be2dd5,2025-04-07 00:00:00,monthly_basic,9.99,naver,success
pay_0434eba11d87,usr_7a7423ac6535,2025-04-07 00:00:00,annual_pro,199.99,kakao,success
pay_a33d2859a080,usr_b32fd3333ae6,2025-04-07 00:00:00,annual_basic,99.99,paypal,success
pay_6f8ec80e0f5d,usr_dfa64475d953,2025-04-07 00:00:00,monthly_pro,19.99,naver,success
pay_0a82ecc5b0b3,usr_c694c9934d7c,2025-04-07 00:00:00,annual_pro,199.99,apple,success
pay_f376c4940d95,usr_fa6979b2d96f,2025-04-08 00:00:00,annual_pro,199.99,naver,success
pay_8039cdd6c154,usr_35f6e1f4a07f,2025-04-08 00:00:00,monthly_basic,9.99,paypal,success
pay_3cbe39d7d39e,usr_847f29109728,2025-04-08 00:00:00,annual_pro,199.99,kakao,success
pay_e7f8e31bb2e2,usr_51cd9b545836,2025-04-08 00:00:00,monthly_basic,9.99,card,success
pay_ee60977fe563,usr_cc2fd306d44c,2025-04-08 00:00:00,monthly_basic,9.99,card,success
pay_df0fbbaad32f,usr_26385749e0db,2025-04-08 00:00:00,annual_basic,99.99,apple,success
pay_1b9ec3c46819,usr_299ac1a6b026,2025-04-08 00:00:00,monthly_basic,9.99,naver,success
pay_4829423933f3,usr_fdd2eb95a58d,2025-04-08 00:00:00,monthly_pro,19.99,naver,success
pay_069724bf9390,usr_ccf347ced644,2025-04-08 00:00:00,monthly_basic,9.99,naver,success
pay_6c3860a7184d,usr_8903119185ee,2025-04-08 00:00:00,annual_basic,99.99,naver,success
pay_2a6507a3b796,usr_b715f5475b22,2025-04-08 00:00:00,monthly_pro,19.99,toss,success
pay_1e5e4c1746e3,usr_aaf25a479999,2025-04-08 00:00:00,monthly_basic,9.99,card,success
pay_44a4561bd6a2,usr_7944f5131844,2025-04-08 00:00:00,monthly_pro,19.99,card,success
pay_31247d4667e4,usr_118b659560a9,2025-04-08 00:00:00,annual_basic,99.99,kakao,success
pay_583f66269958,usr_da33568c9355,2025-04-08 00:00:00,annual_basic,99.99,paypal,success
pay_df8c2d790ede,usr_439ceb7174d0,2025-04-08 00:00:00,annual_basic,99.99,apple,success
pay_8b5f3c65e734,usr_c8a04c7c591b,2025-04-08 00:00:00,monthly_basic,9.99,kakao,success
pay_9e4d5c2fb602,usr_56b3cff293b5,2025-04-08 00:00:00,annual_basic,99.99,paypal,success
pay_58458bf230cc,usr_f50243fba7c2,2025-04-09 00:00:00,monthly_basic,9.99,toss,success
pay_6fb6ee118845,usr_6a02044f6179,2025-04-09 00:00:00,monthly_pro,19.99,card,success
pay_d5755589f88d,usr_2ebb697535bc,2025-04-09 00:00:00,annual_pro,199.99,naver,success
pay_cfa28347c49e,usr_e8cc40adb89b,2025-04-09 00:00:00,annual_pro,199.99,naver,success
pay_f20ee31e7629,usr_ffb213523b76,2025-04-09 00:00:00,annual_pro,199.99,card,success
pay_fd23b8f4034b,usr_18882e26ad6f,2025-04-09 00:00:00,annual_pro,199.99,toss,success
pay_17cfa9dfa0c2,usr_d83c0fb5907e,2025-04-09 00:00:00,monthly_basic,9.99,apple,success
pay_7ab4f7b4b300,usr_8b314bf6aff2,2025-04-09 00:00:00,annual_basic,99.99,kakao,success
pay_9f6ed1ccef9c,usr_2be7d74da77b,2025-04-10 00:00:00,annual_pro,199.99,naver,success
pay_9d68ec0badb7,usr_27c263393cf0,2025-04-10 00:00:00,monthly_basic,9.99,naver,success
pay_7b20792fa3ff,usr_b057a7bf0e1b,2025-04-10 00:00:00,annual_basic,99.99,paypal,success
pay_1cdc6cd5e877,usr_c07100063039,2025-04-10 00:00:00,monthly_basic,9.99,apple,success
pay_dc4c753b5889,usr_286b0a652c4f,2025-04-10 00:00:00,monthly_pro,19.99,toss,success
pay_e6a0abe06336,usr_5d6c99fdce11,2025-04-10 00:00:00,monthly_basic,9.99,naver,success
pay_6938d7ce31f9,usr_a8665e3694ba,2025-04-10 00:00:00,annual_basic,99.99,apple,success
pay_e4841818977e,usr_9b56bb4bb0f8,2025-04-10 00:00:00,annual_pro,199.99,kakao,success
pay_fcbb3ea27e19,usr_cc39c1343057,2025-04-10 00:00:00,annual_pro,199.99,paypal,success
pay_871af46fa599,usr_49ce338dc913,2025-04-10 00:00:00,annual_pro,199.99,paypal,success
pay_0055bb104c2b,usr_9a80c6db5391,2025-04-10 00:00:00,monthly_pro,19.99,toss,success
pay_d64acf86a019,usr_7881de3d5a3d,2025-04-10 00:00:00,annual_basic,99.99,naver,success
pay_7094e397c36e,usr_463a34e91f6f,2025-04-10 00:00:00,annual_basic,99.99,paypal,success
pay_29e8c0832e03,usr_1a4255b7436e,2025-04-10 00:00:00,monthly_pro,19.99,toss,success
pay_c3df83c5dd8e,usr_3f114b9a2bd5,2025-04-10 00:00:00,monthly_basic,9.99,naver,success
pay_08f3c892e520,usr_22d63692b787,2025-04-11 00:00:00,monthly_pro,19.99,apple,success
pay_abc785bb23a4,usr_2d16781c512e,2025-04-11 00:00:00,annual_basic,99.99,card,success
pay_481328551914,usr_2ad27fcfed35,2025-04-11 00:00:00,annual_basic,99.99,naver,success
pay_31be0ddab896,usr_d4a99f6660d8,2025-04-11 00:00:00,monthly_basic,9.99,naver,success
pay_9cf408765146,usr_1c657f3d4153,2025-04-11 00:00:00,annual_pro,199.99,apple,success
pay_5df4ef8b40eb,usr_c719f32a2b1e,2025-04-11 00:00:00,annual_basic,99.99,card,success
pay_878ca067015c,usr_7a0cffe93a63,2025-04-11 00:00:00,annual_pro,199.99,kakao,success
pay_79de9676879e,usr_7ece33f2b202,2025-04-11 00:00:00,annual_basic,99.99,kakao,success
pay_5d975ff098ac,usr_fa598ad28979,2025-04-11 00:00:00,monthly_basic,9.99,kakao,success
pay_27cc0e03d986,usr_3155861f4aeb,2025-04-11 00:00:00,monthly_pro,19.99,card,success
pay_f0641a9ff672,usr_a9c7d419620c,2025-04-11 00:00:00,annual_pro,199.99,card,success
pay_636cd023d19a,usr_a30c6bc16038,2025-04-11 00:00:00,monthly_basic,9.99,apple,success
pay_276075e16081,usr_c04a29edc57e,2025-04-11 00:00:00,annual_pro,199.99,naver,success
pay_871b63f08634,usr_fac7ba5f9abd,2025-04-12 00:00:00,monthly_pro,19.99,toss,success
pay_1ca4d543362a,usr_77bf386dc6c2,2025-04-12 00:00:00,annual_basic,99.99,kakao,success
pay_1e5a3623ebcb,usr_edb73f9a93dc,2025-04-12 00:00:00,monthly_basic,9.99,apple,success
pay_cdca6b93a75b,usr_6d2b0f596687,2025-04-12 00:00:00,monthly_pro,19.99,apple,success
pay_cb2ba3a13827,usr_97569b6d6305,2025-04-12 00:00:00,monthly_basic,9.99,apple,success
pay_8f6df0ffe849,usr_7649b1d058e6,2025-04-12 00:00:00,monthly_pro,19.99,toss,success
pay_2b2b1b50dd42,usr_69e0dd5ae912,2025-04-12 00:00:00,monthly_pro,19.99,paypal,success
pay_043361963196,usr_719d3924ac42,2025-04-12 00:00:00,monthly_basic,9.99,naver,success
pay_df770361942e,usr_c5d5a4d90c80,2025-04-12 00:00:00,annual_pro,199.99,paypal,success
pay_7e2b04d045cb,usr_d475b100b0db,2025-04-12 00:00:00,monthly_pro,19.99,naver,success
pay_42f401394c7a,usr_f51cc722c00d,2025-04-12 00:00:00,annual_basic,99.99,toss,success
pay_3348e5ed1eef,usr_e32fc168bf4f,2025-04-12 00:00:00,monthly_pro,19.99,toss,success
pay_496faad7f762,usr_35e714a11f0e,2025-04-13 00:00:00,annual_pro,199.99,card,success
pay_51d9fa83aaf2,usr_a7675f30ab4a,2025-04-13 00:00:00,annual_basic,99.99,kakao,success
pay_8ca12c70b973,usr_5657f04636ae,2025-04-13 00:00:00,annual_pro,199.99,paypal,success
pay_870748ec6875,usr_4ec279bba2ac,2025-04-13 00:00:00,monthly_pro,19.99,paypal,success
pay_a342edc62c4c,usr_f01ca61511b8,2025-04-13 00:00:00,annual_pro,199.99,kakao,success
pay_9c0a89a4c9b4,usr_aebf26b8e1af,2025-04-13 00:00:00,annual_basic,99.99,naver,success
pay_7298078fdebf,usr_d55d3f6d28e7,2025-04-13 00:00:00,monthly_pro,19.99,toss,success
pay_ac5dc15e67b2,usr_2b8458db7332,2025-04-13 00:00:00,monthly_pro,19.99,naver,success
pay_b49ffc80523a,usr_995e8729e786,2025-04-13 00:00:00,annual_pro,199.99,paypal,success
pay_dbdb1447d464,usr_c8dff6922b60,2025-04-13 00:00:00,annual_pro,199.99,toss,success
pay_ed455489b8bc,usr_b244abb2a146,2025-04-13 00:00:00,monthly_pro,19.99,kakao,success
pay_1006b884e59c,usr_3c383fc4aaee,2025-04-13 00:00:00,annual_pro,199.99,apple,success
pay_80d190bf4916,usr_37b4fa507d27,2025-04-13 00:00:00,monthly_basic,9.99,apple,success
pay_3d20d28c81ce,usr_75ddedc3643b,2025-04-13 00:00:00,monthly_pro,19.99,apple,success
pay_5e0c5f0f684b,usr_602a6a537175,2025-04-13 00:00:00,monthly_pro,19.99,kakao,success
pay_1b9827498465,usr_2f1ea9c5fee9,2025-04-13 00:00:00,monthly_pro,19.99,paypal,success
pay_d895b191191b,usr_205b8f1f8338,2025-04-14 00:00:00,annual_pro,199.99,toss,success
pay_5f704a2ed23d,usr_a90f3882f78a,2025-04-14 00:00:00,monthly_pro,19.99,paypal,success
pay_7dfe7b4a9563,usr_6e5cec4afc62,2025-04-14 00:00:00,monthly_basic,9.99,paypal,success
pay_782704d0bb04,usr_c39a859feee9,2025-04-14 00:00:00,monthly_pro,19.99,kakao,success
pay_934d95fc0eb0,usr_95118eed07d4,2025-04-14 00:00:00,monthly_pro,19.99,naver,success
pay_e5ce9f9c4ca1,usr_6db127531227,2025-04-14 00:00:00,monthly_basic,9.99,paypal,success
pay_f5fce9095a56,usr_4d6f2e83693c,2025-04-14 00:00:00,monthly_basic,9.99,naver,success
pay_2761ca7a38fe,usr_f63b2f27d1d8,2025-04-14 00:00:00,annual_basic,99.99,kakao,success
pay_b912b60f01d1,usr_40365a65d916,2025-04-14 00:00:00,annual_basic,99.99,naver,success
pay_73c6d123e4e9,usr_160158b1f716,2025-04-14 00:00:00,monthly_basic,9.99,toss,success
pay_931c5286a186,usr_12d36db71293,2025-04-14 00:00:00,monthly_pro,19.99,card,success
pay_3d3068612f9e,usr_e9fe5e557ed0,2025-04-14 00:00:00,annual_pro,199.99,kakao,success
pay_f952c5495310,usr_45faa5ecf4ee,2025-04-14 00:00:00,annual_pro,199.99,paypal,success
pay_daa1418273e5,usr_76f6d68666ac,2025-04-14 00:00:00,monthly_pro,19.99,card,success
pay_0af3a1d5fae2,usr_5c72d4e04524,2025-04-14 00:00:00,monthly_pro,19.99,naver,success
pay_c913a6540239,usr_3b85d94245d6,2025-04-14 00:00:00,annual_pro,199.99,naver,success
pay_2b11bc85fce1,usr_2beb017a34d1,2025-04-14 00:00:00,annual_pro,199.99,paypal,success
pay_3938d5d7ae1d,usr_7d5ab2597261,2025-04-14 00:00:00,monthly_pro,19.99,apple,success
pay_18d86d4277b2,usr_8aeded67a668,2025-04-14 00:00:00,monthly_pro,19.99,kakao,success
pay_5f1b6198abd9,usr_59c25faca545,2025-04-14 00:00:00,annual_pro,199.99,toss,success
pay_6af0449ac285,usr_8561b17e433c,2025-04-15 00:00:00,monthly_pro,19.99,paypal,success
pay_d6de1569699c,usr_e29ef74d5b45,2025-04-15 00:00:00,annual_pro,199.99,toss,success
pay_e947f0f890a9,usr_e81c31d5869c,2025-04-15 00:00:00,monthly_pro,19.99,kakao,success
pay_93ffbb5e6f51,usr_9c6e97aef887,2025-04-15 00:00:00,monthly_basic,9.99,apple,success
pay_cefdf3143336,usr_199ea4984a17,2025-04-15 00:00:00,monthly_basic,9.99,toss,success
pay_0bb09489e3cc,usr_7201c42bea2e,2025-04-15 00:00:00,monthly_pro,19.99,card,success
pay_a307b6e2eb31,usr_11556475d6ee,2025-04-15 00:00:00,monthly_pro,19.99,naver,success
pay_aae0e902b766,usr_8b8d631d222a,2025-04-15 00:00:00,annual_basic,99.99,toss,success
pay_db94fc5faa32,usr_d6b5e76de994,2025-04-15 00:00:00,monthly_basic,9.99,card,success
pay_57d5cf14813a,usr_2e500ed99c73,2025-04-15 00:00:00,annual_pro,199.99,apple,success
pay_4cddf1597272,usr_ecbb0d85b867,2025-04-15 00:00:00,annual_basic,99.99,apple,success
pay_91cd1ca1737d,usr_2ba483752780,2025-04-15 00:00:00,monthly_basic,9.99,naver,success
pay_be65e2d0bd5d,usr_cc24dc10b660,2025-04-15 00:00:00,annual_basic,99.99,toss,success
pay_f0a4f90414ba,usr_171b8ee2f4f0,2025-04-15 00:00:00,annual_basic,99.99,naver,success
pay_7feab7c941d3,usr_bb8026eed9ae,2025-04-15 00:00:00,annual_pro,199.99,naver,success
pay_7fcdc804494a,usr_ba23469a0ce0,2025-04-15 00:00:00,monthly_pro,19.99,naver,success
pay_c38a150be958,usr_8c1c19e88d78,2025-04-15 00:00:00,annual_basic,99.99,paypal,success
pay_ec2d83c09e26,usr_f248188176b0,2025-04-15 00:00:00,monthly_pro,19.99,kakao,success
pay_6b827460c5df,usr_15b82add9d8f,2025-04-15 00:00:00,annual_basic,99.99,kakao,success
pay_838e2a636470,usr_8b1dc6bc2182,2025-04-16 00:00:00,monthly_basic,9.99,kakao,success
pay_9e62d45119be,usr_50a37a4e45bf,2025-04-16 00:00:00,monthly_basic,9.99,apple,success
pay_403ea2585cb8,usr_37761d9eec66,2025-04-16 00:00:00,annual_basic,99.99,naver,success
pay_68ee433e0917,usr_402e598eb9f1,2025-04-16 00:00:00,annual_pro,199.99,apple,success
pay_de126e7d7eef,usr_107103d10869,2025-04-16 00:00:00,annual_basic,99.99,card,success
pay_e95e4d532990,usr_c3da13b12572,2025-04-16 00:00:00,monthly_pro,19.99,naver,success
pay_c9091225aa56,usr_551f4b8d48fc,2025-04-16 00:00:00,monthly_pro,19.99,kakao,success
pay_c7d77e303422,usr_670ee77ec68c,2025-04-16 00:00:00,annual_basic,99.99,toss,success
pay_ad36994f2782,usr_9ad2be6dd481,2025-04-16 00:00:00,monthly_pro,19.99,card,success
pay_a5e340e9f04b,usr_2b5e335657fa,2025-04-16 00:00:00,monthly_basic,9.99,kakao,success
pay_6f7e02a6490c,usr_24874cc4046f,2025-04-16 00:00:00,annual_pro,199.99,toss,success
pay_614e564b0f28,usr_1eff5c644590,2025-04-16 00:00:00,annual_pro,199.99,card,success
pay_ff503b9f135a,usr_395c0493144d,2025-04-16 00:00:00,annual_basic,99.99,toss,success
pay_c31203f7c70f,usr_f66fa4c46adf,2025-04-16 00:00:00,annual_basic,99.99,naver,success
pay_821877cc6cd7,usr_fde0e974c974,2025-04-16 00:00:00,annual_pro,199.99,card,success
pay_ebb85ffe507c,usr_6a2991c24890,2025-04-16 00:00:00,monthly_basic,9.99,card,success
pay_9f9d553a176b,usr_c0eee9bfffde,2025-04-16 00:00:00,monthly_pro,19.99,card,success
pay_21ddd2d833fd,usr_0097e553f362,2025-04-16 00:00:00,annual_pro,199.99,apple,success
pay_2ce31570797b,usr_5f46e828003a,2025-04-17 00:00:00,monthly_pro,19.99,kakao,success
pay_401dbfa907f9,usr_d84b95226803,2025-04-17 00:00:00,annual_basic,99.99,naver,success
pay_e289949c5ec9,usr_55a90775feb7,2025-04-17 00:00:00,monthly_pro,19.99,toss,success
pay_3c609df0e338,usr_d0d24080afa8,2025-04-17 00:00:00,annual_pro,199.99,paypal,success
pay_8250c527c332,usr_33484757ece0,2025-04-17 00:00:00,monthly_basic,9.99,kakao,success
pay_95b078e432ca,usr_cb4d19c79934,2025-04-17 00:00:00,annual_basic,99.99,toss,success
pay_682c54836b25,usr_4a93e1f4cd3a,2025-04-17 00:00:00,monthly_pro,19.99,naver,success
pay_0a8f07d91520,usr_ab6636c913bb,2025-04-17 00:00:00,monthly_basic,9.99,kakao,success
pay_6707c0c9090e,usr_d5793a76ebfe,2025-04-17 00:00:00,monthly_basic,9.99,toss,success
pay_30da53d26b55,usr_e5b9c78b2574,2025-04-17 00:00:00,monthly_basic,9.99,toss,success
pay_750b550499e0,usr_1ea75af2a94b,2025-04-17 00:00:00,monthly_pro,19.99,toss,success
pay_66847958f3bc,usr_955a7152d97b,2025-04-17 00:00:00,monthly_pro,19.99,toss,success
pay_a9fe260950c9,usr_8986aa22d954,2025-04-17 00:00:00,annual_basic,99.99,kakao,success
pay_0db0d134b5a1,usr_ab496b7212dc,2025-04-17 00:00:00,annual_basic,99.99,card,success
pay_ff132bd1e232,usr_da9cebe2310a,2025-04-17 00:00:00,monthly_pro,19.99,kakao,success
pay_76d58656f3e4,usr_d26c22be1c3d,2025-04-17 00:00:00,monthly_pro,19.99,kakao,success
