user_id,change_time,plan_name,plan_status,reason
usr_a96cdbd2f7d3,2024-12-14 00:43:00,,none,existing_user
usr_8acbb457a6f6,2024-12-29 22:03:00,monthly_basic,active,existing_user
usr_32e40e7a8185,2025-02-11 09:54:00,monthly_basic,active,existing_user
usr_a8665e3694ba,2025-02-10 13:32:00,,trialing,existing_user
usr_039406094001,2025-01-14 15:12:00,annual_pro,active,existing_user
usr_b715b3aa97c4,2025-02-20 01:02:00,annual_pro,active,existing_user
usr_0552be864fcc,2025-02-10 22:11:00,,trialing,existing_user
usr_9a316742794b,2025-02-20 03:03:00,monthly_pro,active,existing_user
usr_baae86ef556b,2025-02-15 11:50:00,,trialing,existing_user
usr_2c88166fe1e7,2024-12-24 08:11:00,annual_pro,active,existing_user
usr_95bf92fd2b4b,2025-01-22 02:33:00,monthly_pro,active,existing_user
usr_8874ea1e48ee,2025-02-06 10:01:00,monthly_pro,canceled,existing_user
usr_2ded3962c584,2024-12-28 17:03:00,monthly_basic,active,existing_user
usr_8d2dcafc885e,2025-02-13 18:29:00,annual_basic,active,existing_user
usr_143eb4e10fcc,2025-02-21 01:31:00,annual_basic,canceled,existing_user
usr_73de8d0587c7,2024-12-23 19:38:00,monthly_basic,active,existing_user
usr_a24b501ece0e,2024-12-27 21:22:00,,trialing,existing_user
usr_3018e24b9c40,2024-12-06 17:27:00,annual_pro,active,existing_user
usr_3889f4a92f7b,2025-02-27 12:15:00,,trialing,existing_user
usr_62d77fcec9bf,2024-12-29 16:33:00,annual_pro,active,existing_user
usr_0cc9fb1300ec,2024-12-11 10:23:00,annual_basic,active,existing_user
usr_cc4620bdd9ef,2025-02-28 20:50:00,,trialing,existing_user
usr_98c1f50a98ca,2024-12-29 03:50:00,,trialing,existing_user
usr_506097681248,2024-12-31 08:51:00,annual_basic,active,existing_user
usr_2752111a2aa5,2024-12-22 02:32:00,,none,existing_user
usr_cdc2f5071815,2024-12-07 19:39:00,annual_basic,active,existing_user
usr_71d83cbb8c70,2025-02-22 05:53:00,annual_basic,active,existing_user
usr_dc28f112c357,2025-01-01 02:30:00,annual_basic,active,existing_user
usr_3b247c3b7cac,2025-02-16 20:43:00,,trialing,existing_user
usr_0453d7f78efe,2025-02-09 05:31:00,annual_basic,active,existing_user
usr_83af02420ff2,2025-01-06 20:47:00,annual_pro,active,existing_user
usr_099442bd918e,2025-02-23 14:15:00,monthly_pro,active,existing_user
usr_6be176a6db0f,2025-01-21 06:52:00,annual_pro,active,existing_user
usr_bd4795b3d37d,2025-01-26 20:06:00,annual_basic,active,existing_user
usr_eac7791f64d9,2025-01-08 16:43:00,annual_pro,active,existing_user
usr_04ae11a6d739,2024-12-26 02:43:00,,none,existing_user
usr_87b693ae14e5,2024-12-28 02:06:00,annual_pro,active,existing_user
usr_8106a18afb57,2025-02-04 06:43:00,monthly_pro,active,existing_user
usr_a5b03ad69fdd,2024-12-09 21:44:00,annual_basic,active,existing_user
usr_f5769295676e,2025-01-15 10:45:00,monthly_pro,active,existing_user
usr_5907bd8867f3,2024-12-17 04:57:00,annual_basic,canceled,existing_user
usr_1930bb8dc66b,2024-12-04 00:17:00,annual_basic,canceled,existing_user
usr_899dcdfcce58,2024-12-04 23:37:00,,none,existing_user
usr_3f9ae831bec0,2024-12-17 12:34:00,annual_pro,active,existing_user
usr_4cbd5e2d6945,2025-01-29 12:36:00,monthly_pro,active,existing_user
usr_c4741909e4b4,2024-12-31 08:48:00,annual_pro,active,existing_user
usr_7e6042dd91a5,2025-01-08 17:07:00,annual_basic,active,existing_user
usr_2e0591055948,2024-12-31 02:20:00,annual_pro,active,existing_user
usr_2a910075505d,2024-12-24 10:44:00,monthly_basic,active,existing_user
usr_d90ddb7a536f,2024-12-30 23:22:00,annual_basic,active,existing_user
usr_3da76b72747f,2025-01-23 02:44:00,,none,existing_user
usr_99e8e1a04df0,2025-02-15 17:53:00,annual_basic,canceled,existing_user
usr_d4c4394e7e65,2025-02-28 06:57:00,monthly_basic,active,existing_user
usr_c22cbfd7db85,2025-02-04 06:47:00,annual_basic,active,existing_user
usr_b8e140cf2b87,2025-01-20 08:52:00,annual_pro,active,existing_user
usr_f0d4370d4ef8,2024-12-31 22:49:00,monthly_basic,active,existing_user
usr_88b5c6156bcd,2024-12-05 10:05:00,,trialing,existing_user
usr_3f336221b5a7,2025-01-09 06:48:00,,trialing,existing_user
usr_b0a2666556d2,2025-01-17 23:34:00,,none,existing_user
usr_77e809b83ec4,2025-01-07 19:26:00,monthly_pro,active,existing_user
usr_ddeb94b45d7a,2025-01-19 09:14:00,monthly_basic,active,existing_user
usr_91ad87af93cf,2024-12-21 14:44:00,,trialing,existing_user
usr_a49ff27bdf58,2025-01-12 11:54:00,,none,existing_user
usr_be80dbb0839e,2025-02-16 22:14:00,annual_basic,active,existing_user
usr_f8122f70984d,2025-02-10 07:40:00,,none,existing_user
usr_acbf5c1ddad6,2024-12-19 12:28:00,annual_basic,active,existing_user
usr_413a0ed75cbb,2024-12-10 06:41:00,monthly_basic,active,existing_user
usr_d540eb4cb491,2025-01-27 23:46:00,,trialing,existing_user
usr_299ac1a6b026,2025-02-12 20:17:00,,trialing,existing_user
usr_a18057d34185,2025-02-03 16:18:00,,none,existing_user
usr_3bad4cec1050,2025-02-24 08:04:00,monthly_basic,canceled,existing_user
usr_4a2708556185,2024-12-17 16:41:00,,trialing,existing_user
usr_796ccc9b09a2,2025-01-01 04:43:00,monthly_pro,active,existing_user
usr_41f1207a5f2f,2025-02-06 11:05:00,monthly_basic,active,existing_user
usr_0dea65f8cf2e,2025-01-12 09:43:00,annual_basic,active,existing_user
usr_c176db9a62dc,2024-12-11 03:26:00,annual_pro,active,existing_user
usr_3deb64e5d367,2024-12-15 22:24:00,monthly_pro,canceled,existing_user
usr_7c851e7274de,2025-02-09 17:49:00,,trialing,existing_user
usr_2bccbaccc651,2024-12-07 09:51:00,annual_basic,active,existing_user
usr_522bfd21d451,2025-01-10 12:05:00,,trialing,existing_user
usr_214b4b4703a7,2024-12-07 18:35:00,annual_basic,active,existing_user
usr_1937e17fe723,2024-12-04 12:48:00,monthly_pro,active,existing_user
usr_e1978b07dd81,2024-12-10 14:36:00,annual_basic,canceled,existing_user
usr_1a1dbeea681a,2025-01-07 17:23:00,annual_basic,active,existing_user
usr_50b5234fa5fa,2025-02-12 00:46:00,,trialing,existing_user
usr_92f3c3dc770f,2025-01-27 09:47:00,,none,existing_user
usr_076f8cb53774,2024-12-09 03:09:00,,trialing,existing_user
usr_a88e7304c6fe,2025-01-16 11:32:00,annual_pro,active,existing_user
usr_eb7389088eb1,2025-02-08 16:01:00,monthly_pro,active,existing_user
usr_e29ef74d5b45,2024-12-15 02:57:00,,trialing,existing_user
usr_c1f00d83a4b3,2025-02-20 22:25:00,monthly_basic,canceled,existing_user
usr_da5889489b60,2024-12-10 13:42:00,,trialing,existing_user
usr_a23a36ab5d05,2025-01-03 13:57:00,annual_basic,active,existing_user
usr_d1e5afa206f7,2025-02-07 21:26:00,annual_pro,active,existing_user
usr_c32f7c096f45,2025-02-13 03:31:00,annual_basic,active,existing_user
usr_5ed1f3756a5a,2024-12-15 08:49:00,annual_basic,active,existing_user
usr_63264434c6e3,2024-12-11 12:30:00,annual_pro,active,existing_user
usr_e48f693a4be6,2025-01-02 07:55:00,,none,existing_user
usr_1f6d18305dcb,2024-12-29 19:46:00,monthly_pro,active,existing_user
usr_64db1ef9b498,2025-01-28 10:38:00,annual_pro,active,existing_user
usr_e254ff7eba11,2025-01-21 16:24:00,monthly_basic,active,existing_user
usr_89c5aea5d98c,2024-12-08 22:22:00,monthly_basic,active,existing_user
usr_668d241ec544,2025-02-15 11:56:00,monthly_basic,active,existing_user
usr_bbc283abaf3e,2025-01-31 05:52:00,annual_pro,active,existing_user
usr_02759307b609,2025-02-16 15:45:00,monthly_basic,active,existing_user
usr_3cf39c10fc08,2025-01-15 08:58:00,,none,existing_user
usr_4fee8ba5b37c,2024-12-16 15:15:00,,trialing,existing_user
usr_5f2f3744d42d,2025-02-21 17:59:00,annual_pro,canceled,existing_user
usr_faa57c1d1ee3,2025-02-19 15:14:00,annual_basic,canceled,existing_user
usr_728007f1d591,2025-01-17 08:45:00,annual_pro,canceled,existing_user
usr_d55954a37b20,2025-03-01 09:09:00,,trialing,existing_user
usr_20096d537259,2024-12-28 15:09:00,monthly_basic,active,existing_user
usr_ab36835fae50,2024-12-17 06:49:00,monthly_basic,active,existing_user
usr_7f0281a3b745,2024-12-25 20:04:00,annual_pro,active,existing_user
usr_e4e534b14afe,2025-01-19 12:05:00,,none,existing_user
usr_cb7279b4178c,2025-01-20 19:28:00,annual_basic,active,existing_user
usr_a88225a94a5b,2024-12-04 12:52:00,monthly_pro,active,existing_user
usr_886cf17a63e8,2025-02-08 16:05:00,,none,existing_user
usr_713d307227ef,2024-12-15 19:41:00,,trialing,existing_user
usr_0d1bc16f0388,2025-02-20 01:27:00,,none,existing_user
usr_da752e04c9db,2025-01-25 19:10:00,,trialing,existing_user
usr_72372ede9e9d,2025-02-03 13:39:00,annual_pro,canceled,existing_user
usr_61869ce82672,2025-02-24 16:54:00,annual_pro,canceled,existing_user
usr_27dffb19da75,2025-02-17 04:54:00,annual_pro,active,existing_user
usr_45d1977482a7,2024-12-14 14:14:00,,trialing,existing_user
usr_2ab7a2360caf,2025-02-21 20:06:00,annual_pro,active,existing_user
usr_eef45ec2e135,2025-02-27 16:36:00,monthly_pro,active,existing_user
usr_f1e38b84aa18,2025-02-15 18:40:00,annual_basic,active,existing_user
usr_8c37f0f38f0f,2024-12-25 19:22:00,annual_pro,active,existing_user
usr_b3734fd5bc17,2025-01-16 16:50:00,monthly_pro,active,existing_user
usr_1095b2fdd682,2025-03-01 18:39:00,,trialing,existing_user
usr_dcc9891fc378,2024-12-20 15:11:00,monthly_basic,active,existing_user
usr_a4bef85c793d,2025-01-03 01:22:00,,trialing,existing_user
usr_ceff6e6e1f08,2024-12-07 03:45:00,annual_pro,active,existing_user
usr_e11cd49faa51,2025-02-11 13:54:00,annual_basic,active,existing_user
usr_1a1dde6472be,2025-01-08 06:15:00,annual_basic,active,existing_user
usr_081b45e4ad48,2025-01-03 21:27:00,annual_basic,active,existing_user
usr_8dc1c39758fd,2025-02-04 21:01:00,monthly_basic,active,existing_user
usr_3aeba819402b,2025-02-15 10:48:00,monthly_basic,canceled,existing_user
usr_4117e5dbce98,2024-12-09 12:24:00,,none,existing_user
usr_e97844724621,2025-02-05 09:11:00,annual_pro,active,existing_user
usr_353b22de6903,2025-03-01 01:21:00,annual_basic,canceled,existing_user
usr_fd4a9439650f,2025-02-24 06:57:00,,none,existing_user
usr_e996d1672b7a,2024-12-07 14:56:00,annual_pro,active,existing_user
usr_d9cd8947fa7d,2025-02-06 15:13:00,annual_pro,active,existing_user
usr_aee773b8dbf3,2025-01-18 04:13:00,monthly_basic,active,existing_user
usr_77a28725d8f3,2025-01-07 11:44:00,monthly_basic,active,existing_user
usr_8ddba5c60f44,2025-01-21 14:05:00,annual_basic,canceled,existing_user
usr_b3b6d07c5a6a,2024-12-18 18:55:00,,trialing,existing_user
usr_811aded15ba0,2025-02-01 03:10:00,annual_basic,active,existing_user
usr_ba484ab147a0,2024-12-19 18:10:00,,none,existing_user
usr_fcb868fcb08c,2024-12-12 11:18:00,annual_pro,active,existing_user
usr_1da5f9bd9535,2025-02-12 07:32:00,annual_basic,active,existing_user
usr_98c207c3ede5,2025-01-25 00:28:00,annual_basic,active,existing_user
usr_cdad873c4cb1,2025-02-12 19:54:00,monthly_basic,active,existing_user
usr_dfcbb328a751,2024-12-24 21:29:00,annual_basic,active,existing_user
usr_d7074579844a,2025-01-12 04:34:00,monthly_pro,active,existing_user
usr_d90903755a6d,2024-12-05 06:42:00,annual_basic,active,existing_user
usr_1e61c54ffe43,2025-01-29 13:16:00,monthly_basic,active,existing_user
usr_f2775d036a5f,2025-01-13 11:44:00,annual_basic,active,existing_user
usr_4cab47b139dc,2025-02-17 07:45:00,annual_pro,active,existing_user
usr_69ed6f1309c0,2024-12-21 17:37:00,monthly_pro,active,existing_user
usr_c8ffe5941097,2024-12-27 14:41:00,,trialing,existing_user
usr_9aa302db1638,2025-01-28 11:11:00,,trialing,existing_user
usr_4e46d690fa72,2025-01-19 02:39:00,monthly_pro,active,existing_user
usr_49f14cb71d60,2025-01-07 13:30:00,monthly_basic,active,existing_user
usr_c717f089aad5,2024-12-26 02:49:00,monthly_pro,active,existing_user
usr_0aadcdcd1df6,2025-02-26 10:19:00,,none,existing_user
usr_f42df0cabe17,2025-02-08 13:11:00,,none,existing_user
usr_9a56adb300af,2025-02-15 12:05:00,annual_pro,active,existing_user
usr_29d4a6ba839a,2025-01-10 13:53:00,,trialing,existing_user
usr_6d7a9d63c0f4,2025-01-09 09:02:00,,none,existing_user
usr_cc5d4311581a,2025-02-21 10:32:00,,none,existing_user
usr_a35047b1e796,2025-02-17 18:44:00,monthly_basic,active,existing_user
usr_9b6e738f7e74,2025-01-23 01:46:00,annual_pro,active,existing_user
usr_2e3da2d85c2f,2025-01-11 07:52:00,annual_basic,active,existing_user
usr_a302fd0c6303,2025-02-25 01:57:00,monthly_pro,active,existing_user
usr_20ffb171e96d,2025-01-29 16:20:00,,none,existing_user
usr_335a39059c95,2025-01-10 08:04:00,annual_basic,active,existing_user
usr_9051d8a2a804,2025-01-22 08:23:00,annual_pro,active,existing_user
usr_5b7de9260fb5,2024-12-24 22:35:00,annual_basic,active,existing_user
usr_449f4a43ca95,2025-01-21 01:19:00,,none,existing_user
usr_c8f28c888c70,2024-12-15 19:03:00,,trialing,existing_user
usr_eefd4faf26f7,2025-01-06 09:43:00,monthly_pro,active,existing_user
usr_a37d0514ded7,2025-01-06 02:33:00,annual_pro,active,existing_user
usr_4a3e6fac7830,2025-02-09 09:42:00,monthly_basic,active,existing_user
usr_096e179f7c70,2025-02-09 23:33:00,,trialing,existing_user
usr_12f13e5398ab,2025-02-09 04:44:00,monthly_pro,active,existing_user
usr_fbaca74823df,2025-02-08 09:56:00,,trialing,existing_user
usr_c31246739714,2025-01-13 16:04:00,monthly_basic,active,existing_user
usr_a58e2c3f916e,2025-02-15 05:04:00,,trialing,existing_user
usr_24ba0d543e8b,2025-01-05 01:46:00,annual_pro,active,existing_user
usr_ae02a2d626a0,2024-12-26 23:04:00,,trialing,existing_user
usr_f31b8018dedf,2025-02-11 16:40:00,,none,existing_user
usr_cd10660919f9,2024-12-28 23:28:00,monthly_pro,canceled,existing_user
usr_d204e9b1c51f,2025-02-20 03:36:00,annual_pro,active,existing_user
usr_91188c330fa6,2024-12-18 07:40:00,monthly_basic,active,existing_user
usr_0426a7810c7f,2025-02-17 17:51:00,annual_basic,active,existing_user
usr_cb5ab9d55167,2025-02-21 03:17:00,annual_pro,active,existing_user
usr_bdf1faaabf4c,2025-01-19 20:50:00,,trialing,existing_user
usr_d24a1c8dd0a4,2025-01-27 04:37:00,,none,existing_user
usr_5c3b5cca4d7d,2025-02-16 14:42:00,,none,existing_user
usr_c7b2073365b7,2025-01-14 10:34:00,,trialing,existing_user
usr_2b8458db7332,2024-12-17 10:43:00,,trialing,existing_user
usr_6bcda7bcb822,2025-01-17 13:34:00,annual_basic,active,existing_user
usr_ff43a6affa8a,2024-12-26 22:55:00,monthly_basic,active,existing_user
usr_4bf073244a2c,2025-02-28 09:08:00,monthly_basic,active,existing_user
usr_af3af9c85774,2025-02-10 16:28:00,monthly_basic,active,existing_user
usr_0772f431d851,2024-12-04 21:44:00,monthly_basic,active,existing_user
usr_f0a65203d43d,2024-12-12 05:46:00,monthly_basic,active,existing_user
usr_4e091ac5184b,2025-02-06 06:54:00,annual_basic,active,existing_user
usr_de2109ec85d1,2025-01-22 22:58:00,monthly_basic,active,existing_user
usr_cb14386ddc5c,2025-01-03 02:43:00,monthly_basic,active,existing_user
usr_63355a72db4a,2025-02-05 05:12:00,monthly_basic,active,existing_user
usr_597ad67c6d4c,2025-03-01 06:00:00,annual_pro,active,existing_user
usr_cee1793d5d4c,2025-01-18 20:54:00,,trialing,existing_user
usr_531aeaf29b39,2024-12-15 20:01:00,monthly_pro,canceled,existing_user
usr_99a8e9245bb7,2025-02-18 11:59:00,annual_basic,active,existing_user
usr_bb8026eed9ae,2025-01-25 20:18:00,,trialing,existing_user
usr_ffe4a38b5fcc,2024-12-30 07:04:00,annual_pro,active,existing_user
usr_1f56c5aaaa0b,2025-02-10 01:38:00,monthly_basic,active,existing_user
usr_680469dbded1,2025-02-21 00:46:00,monthly_basic,active,existing_user
usr_23e908161c11,2024-12-12 18:09:00,annual_pro,active,existing_user
usr_4932dfe678b5,2025-02-14 05:20:00,annual_pro,active,existing_user
usr_95ec52cc0a0d,2024-12-04 02:11:00,monthly_pro,canceled,existing_user
usr_b2f3640549ee,2024-12-31 04:26:00,annual_basic,active,existing_user
usr_840b688d6d92,2024-12-08 19:31:00,annual_basic,active,existing_user
usr_cdc2dd0a3f27,2025-01-13 16:38:00,annual_pro,canceled,existing_user
usr_e00511256b2c,2025-02-28 08:52:00,monthly_pro,active,existing_user
usr_5a5fd474d786,2025-01-04 07:58:00,monthly_pro,active,existing_user
usr_166c55c579a5,2025-01-23 15:36:00,,trialing,existing_user
usr_cb1ba65ed29f,2024-12-30 01:27:00,,trialing,existing_user
usr_773c9f7384e0,2024-12-20 02:47:00,monthly_basic,active,existing_user
usr_b3adc3eed263,2025-01-23 10:23:00,monthly_pro,active,existing_user
usr_7fcc56d6c254,2025-01-04 12:06:00,,trialing,existing_user
usr_70ff6c72ca2d,2025-02-15 06:26:00,annual_pro,active,existing_user
usr_761560cbb777,2025-02-17 19:37:00,monthly_pro,active,existing_user
usr_6c9a27384091,2025-01-01 05:34:00,monthly_pro,active,existing_user
usr_196b46857cb7,2025-01-13 00:17:00,,trialing,existing_user
usr_1876f433ba64,2025-02-25 15:16:00,annual_basic,active,existing_user
usr_cb5884d7ae73,2025-02-10 18:29:00,annual_pro,active,existing_user
usr_176aec23d349,2024-12-18 15:59:00,annual_pro,active,existing_user
usr_f54e4611f971,2025-01-31 11:02:00,annual_pro,active,existing_user
usr_3a43ada96d1f,2024-12-28 09:54:00,monthly_pro,canceled,existing_user
usr_3155861f4aeb,2024-12-28 03:03:00,,trialing,existing_user
usr_f6fd41b8259c,2025-02-08 18:27:00,,none,existing_user
usr_e72b32090983,2025-01-18 22:35:00,,none,existing_user
usr_3eb1fd13726f,2024-12-07 05:22:00,annual_basic,active,existing_user
usr_7e1cd7d15031,2025-01-20 20:54:00,monthly_pro,active,existing_user
usr_43d5d254ea4a,2025-01-07 13:31:00,annual_basic,active,existing_user
usr_a3224c6087f5,2025-02-19 00:12:00,monthly_basic,active,existing_user
usr_6c7a24bca741,2024-12-01 03:45:00,,none,existing_user
usr_364904344e66,2025-01-05 06:21:00,annual_pro,active,existing_user
usr_d93617d4a687,2025-02-03 02:55:00,,none,existing_user
usr_a498e02bd5da,2025-02-21 06:45:00,monthly_pro,active,existing_user
usr_598ed3db5726,2025-01-23 16:13:00,,none,existing_user
usr_b147af5909eb,2025-01-22 08:51:00,annual_pro,active,existing_user
usr_e09757b0338c,2024-12-27 08:33:00,annual_basic,active,existing_user
usr_9f7e3514db7f,2024-12-18 14:46:00,monthly_pro,active,existing_user
usr_5c194de692df,2025-01-29 14:41:00,annual_pro,active,existing_user
usr_0012b62db505,2025-01-27 08:07:00,,none,existing_user
usr_5372bf751b7c,2024-12-08 00:35:00,,trialing,existing_user
usr_858e368a61dc,2025-02-16 05:32:00,,none,existing_user
usr_966d6d06f472,2025-02-17 02:41:00,annual_pro,active,existing_user
usr_89939edb31e8,2025-02-20 11:32:00,,none,existing_user
usr_20604864a044,2024-12-24 16:10:00,,none,existing_user
usr_3d5968200523,2025-01-20 21:48:00,annual_pro,active,existing_user
usr_7d5ab2597261,2024-12-26 21:22:00,,trialing,existing_user
usr_56560a9e94ff,2025-02-22 23:09:00,annual_basic,active,existing_user
usr_8d3a649da1e1,2025-01-02 04:53:00,annual_basic,active,existing_user
usr_0eb570bfaac8,2025-01-03 08:55:00,annual_basic,active,existing_user
usr_3cf4db8fc132,2025-02-26 17:01:00,,none,existing_user
usr_a36e8e2be6e2,2025-02-02 05:32:00,monthly_pro,active,existing_user
usr_23b42a08e317,2025-02-02 20:38:00,monthly_basic,active,existing_user
usr_2e0a4393d742,2025-01-12 11:01:00,monthly_basic,active,existing_user
usr_e9b1338dfc94,2025-01-21 20:55:00,annual_basic,active,existing_user
usr_234330229884,2025-02-25 03:51:00,monthly_basic,active,existing_user
usr_81a045f83582,2025-02-24 21:17:00,annual_basic,active,existing_user
usr_f32b2661100f,2025-01-29 23:45:00,annual_basic,active,existing_user
usr_35f1be921108,2024-12-25 15:16:00,monthly_basic,active,existing_user
usr_4718a7e8b3f9,2025-01-04 04:18:00,monthly_basic,active,existing_user
usr_8ba65a896c75,2025-02-23 02:07:00,monthly_pro,active,existing_user
usr_2af0d48c5298,2025-02-26 22:10:00,,none,existing_user
usr_7b73b20bda89,2025-02-22 15:06:00,monthly_pro,active,existing_user
usr_badf03990e38,2024-12-28 02:03:00,monthly_pro,active,existing_user
usr_e33896756403,2025-02-07 19:31:00,,none,existing_user
usr_989172edf003,2025-01-06 18:01:00,annual_pro,active,existing_user
usr_f07c3287beb1,2024-12-11 04:14:00,annual_basic,active,existing_user
usr_69dae4a30d0e,2025-01-25 19:35:00,,trialing,existing_user
usr_eb60bcfbd95a,2025-02-22 17:55:00,annual_basic,active,existing_user
usr_06f6e21a6109,2025-01-21 08:24:00,,none,existing_user
usr_2be9698dc24a,2024-12-29 14:08:00,,none,existing_user
usr_9b66b645b36e,2024-12-05 22:01:00,,trialing,existing_user
usr_b6ab4d582354,2025-01-17 02:21:00,,trialing,existing_user
usr_9eb97bc91cdb,2025-02-19 04:54:00,monthly_basic,active,existing_user
usr_6926339f8816,2025-01-24 09:53:00,monthly_basic,active,existing_user
usr_fe496debef47,2025-01-02 07:35:00,annual_basic,active,existing_user
usr_a0da5f51ffbd,2025-01-24 10:20:00,annual_basic,canceled,existing_user
usr_26c4633099a4,2025-01-17 00:40:00,monthly_basic,active,existing_user
usr_feed2a0cbfdb,2025-03-01 02:51:00,monthly_basic,active,existing_user
usr_ea6e08fd9f20,2024-12-28 21:13:00,monthly_pro,active,existing_user
usr_1bb319a0f052,2024-12-12 05:53:00,,none,existing_user
usr_b8854da86066,2024-12-25 13:53:00,,trialing,existing_user
usr_a8801949778c,2024-12-27 14:00:00,annual_pro,active,existing_user
usr_b7d37e54965c,2025-01-21 04:02:00,monthly_pro,active,existing_user
usr_99253ac2726c,2025-02-19 20:04:00,monthly_basic,active,existing_user
usr_5c6409ae433e,2025-01-07 13:32:00,monthly_pro,canceled,existing_user
usr_a49ce5c271d7,2025-02-13 02:53:00,monthly_basic,canceled,existing_user
usr_6baf44145d3f,2025-01-25 04:39:00,monthly_basic,active,existing_user
usr_dd97d848c806,2025-01-13 04:02:00,,trialing,existing_user
usr_00de1857e4ae,2024-12-16 05:09:00,,none,existing_user
usr_392a2c93c2b0,2025-01-29 02:20:00,annual_pro,active,existing_user
usr_96f31e9b9540,2025-01-06 22:50:00,annual_pro,active,existing_user
usr_39d4c833175c,2025-02-07 07:42:00,annual_basic,active,existing_user
usr_f1c677dc01b5,2024-12-16 12:55:00,annual_basic,canceled,existing_user
usr_ab13b851fec1,2025-01-24 10:42:00,,none,existing_user
usr_3724d44a4608,2025-01-16 11:42:00,annual_basic,active,existing_user
usr_c19c26ae77d0,2024-12-03 11:05:00,,trialing,existing_user
usr_3cffd1cbbe40,2025-02-20 17:09:00,,trialing,existing_user
usr_a14e403ae1d5,2025-02-23 20:12:00,monthly_pro,active,existing_user
usr_cc39c1343057,2025-02-15 20:24:00,,trialing,existing_user
usr_268964fb0483,2025-01-07 10:19:00,,trialing,existing_user
usr_5fd0f33d17b4,2025-02-28 13:50:00,annual_pro,active,existing_user
usr_60567d4333d1,2024-12-14 13:43:00,annual_pro,active,existing_user
usr_3bd20a54b0a1,2025-01-16 22:00:00,,trialing,existing_user
usr_3a7ae3f45576,2025-01-09 23:55:00,,trialing,existing_user
usr_1d5511045b06,2025-01-23 12:28:00,annual_pro,active,existing_user
usr_f317dbb9401a,2025-01-05 20:37:00,monthly_basic,active,existing_user
usr_41afe203d460,2024-12-08 18:47:00,,none,existing_user
usr_aa45affe1d10,2025-01-20 05:22:00,,none,existing_user
usr_16637dad58ea,2025-02-10 04:08:00,annual_pro,active,existing_user
usr_141a3452b61d,2025-02-20 23:40:00,monthly_pro,active,existing_user
usr_9f47e925f6d2,2025-01-16 23:17:00,monthly_basic,active,existing_user
usr_12d36db71293,2025-02-02 16:01:00,,trialing,existing_user
usr_34f0b12f1af4,2024-12-22 03:53:00,monthly_basic,active,existing_user
usr_423ab6ea5b3e,2025-01-05 05:45:00,annual_basic,active,existing_user
usr_5ec7d71685f5,2025-02-14 21:30:00,monthly_pro,active,existing_user
usr_eaa18608e7f0,2025-01-19 13:37:00,,none,existing_user
usr_1a53cf7cf91a,2025-02-18 02:54:00,monthly_basic,active,existing_user
usr_27767f454063,2024-12-10 21:35:00,,none,existing_user
